0,1,2,3,4,5,6,7,8
0.2482899624238091,0.7055368100973383,1.0450255105325534,-0.3758851339898215,0.3918008327759618,0.2531023188464382,0.3085375360343429,-0.4529157114568136,1.0
1.0085006900708342,-0.6080669601007751,0.5052772724938319,1.0164834336168718,-0.7551488947769834,-1.644953935834601,0.8239712616020597,-0.0739028508079436,1.0
3.7023293391818513,0.4574997796638793,-0.0782693758500341,0.2079479119347053,0.3918008327759618,-1.403908029691131,-0.8277570749661219,-1.0950817040758272,1.0
-0.2083538594779659,0.4164818159844715,-1.2652845331715077,-0.3459470570735346,0.3918008327759618,-0.2528482614622057,1.7313523260559642,0.2454750673875911,0.0
-0.5232156183728822,-1.012212336755966,-0.7259980448081936,-0.8015829003136284,0.596255541685771,1.6436426212576571,0.2044838646021766,-0.9521118917162672,0.0
0.8998097294104029,0.0937828741345626,-0.1825306341336383,1.0842802125233617,1.699817062870259,-1.644953935834601,-1.2019015238527095,-1.0950817040758272,0.0
-0.3664294129287675,0.5225047312488298,-0.4881480249884696,-0.8015829003136284,0.3918008327759618,-0.0006556572884719,-0.0096372592129983,2.196574886603368,1.0
0.97122150176112,0.6140261296962988,0.9616402503769396,-2.5593789350209715,1.250383994226088,-0.0259942937608676,-1.137235494667181,-1.0950817040758272,1.0
1.9824063672160168,0.4458706992896548,0.7504062581158932,0.2201494462747602,0.2644510645977512,-1.644953935834601,0.7879410355246474,-1.0950817040758272,1.0
-0.9152133419413514,0.5322581534981791,2.1304269730273986,1.0842802125233617,0.3918008327759618,0.6111186716308438,0.377616135263303,0.3380973463644177,0.0
-0.3664294129287675,-0.549299911536838,-1.0229784589844246,1.0842802125233617,0.3918008327759618,-0.0006556572884719,-0.0096372592129983,-1.0950817040758272,0.0
1.0634857003078777,1.9813273124979736,1.6263220890384242,0.1406433433006658,0.3918008327759618,-1.4388608781981862,-0.0749494956299618,0.587785957050388,1.0
0.2626454738604009,-0.7759330032538669,0.8141643110047238,1.0842802125233617,0.3918008327759618,-0.400047487655934,-1.100417181910842,-0.3290407989797834,0.0
-0.2117334517488692,1.4839027777811449,1.28563815875691,-0.0798536577153479,0.3118836571496606,-0.001842840645582,0.8085290548464461,-0.0567845907081165,1.0
-0.0681965395706206,0.1347794017211141,-0.107923011060766,-0.8015829003136284,-0.0466462075516463,-0.3118588380826694,-0.2362986185636538,0.5507465912637705,1.0
-0.8412690913059565,1.0584070526416638,-1.0229784589844246,-0.8015829003136284,0.3918008327759618,-1.644953935834601,-0.0096372592129983,0.5507465912637705,1.0
-0.9995489840983528,-0.870841304372536,-1.2139893282686942,-0.8015829003136284,0.3918008327759618,-1.644953935834601,-0.0096372592129983,0.5507465912637705,0.0
0.3217962525958471,1.3833460661949937,1.1834648784876256,-0.6717713988046073,0.3918008327759618,0.8935811628143334,0.2502680046286064,-1.0321238342942016,1.0
-0.6970371721184567,-1.8328074073655285,-0.6848521642426261,-0.3135309560269793,1.0851671561866476,-1.361828792444857,-0.3924220472254301,0.5507465912637705,0.0
-0.5382634460605478,-0.605558937236656,0.545907958542766,0.7108642292767346,-1.7754290225913671,-1.432934827202306,-0.9229271853624575,0.2544645815367362,1.0
0.2666901582408177,-0.8449250681099806,0.9129680067311378,1.0842802125233617,0.3918008327759618,1.1365147233815744,-1.2019015238527095,-0.3948262017728025,0.0
